NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,CodCircElec
4,GHIOTTO,Jean-Michel,M.,EXG,Extrême gauche,8302
5,CORNIL,Isaline,Mme,UG,Union de la gauche,8302
6,BONNEFOY,Julia,Mme,REC,Reconquête !,8302
7,LESAGE,Olivier,M.,ECO,Ecologistes,8302
1,MALOT,Charles,M.,ECO,Ecologistes,8303
2,RAMBAUD,Stéphane,M.,RN,Rassemblement National,8303
3,DOMINIAK,Alexis,M.,ECO,Ecologistes,8303
4,ROLLAND,Delphine,Mme,REG,Régionaliste,8303
5,JUDICE,Odile,Mme,REC,Reconquête !,8303
6,PEIRONET BREMOND,Julia,Mme,UG,Union de la gauche,8303
7,SAVELLI,Julien,M.,LR,Les Républicains,8303
8,DEIDON,Pierre,M.,EXG,Extrême gauche,8303
9,MONFORT,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),8303
1,REZK,Michel,M.,LR,Les Républicains,8304
2,CRISTOFANI-VIGLIONE,Sabine,Mme,UG,Union de la gauche,8304
3,MAUBORGNE,Sereine,Mme,ENS,Ensemble ! (Majorité présidentielle),8304
4,LOTTIAUX,Philippe,M.,RN,Rassemblement National,8304
5,ROBAA,Guillaume,M.,ECO,Ecologistes,8304
6,MOREL,Pascale,Mme,EXG,Extrême gauche,8304
1,LOMBARD,Danièle,Mme,LR,Les Républicains,8305
2,MICHEL-KLEISBAUER,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),8305
3,KRANZER,Rémi,M.,EXG,Extrême gauche,8305
4,DE BUSSCHÈRE,Hélène Charlotte,Mme,ECO,Ecologistes,8305
5,LACOUR,Aurelien,M.,UG,Union de la gauche,8305
6,THIERY,Vincent,M.,REC,Reconquête !,8305
7,LECHANTEUX,Julie,Mme,RN,Rassemblement National,8305
1,GILETTI,Frank,M.,RN,Rassemblement National,8306
2,CAHOREAU,Sandra,Mme,REC,Reconquête !,8306
3,VINCENEUX,Sylvie,Mme,UG,Union de la gauche,8306
4,CADE,Didier,M.,REG,Régionaliste,8306
5,HERBAUT,Frédéric,M.,LR,Les Républicains,8306
6,ALBERT,Fabrice,M.,UDI,Union des Démocrates et Indépendants,8306
7,GUEYRARD,Louis,M.,EXG,Extrême gauche,8306
1,KUNTZ,Sandra,Mme,LR,Les Républicains,8307
2,PERRU,Marie-Eve,Mme,ECO,Ecologistes,8307
3,CIUTI,Patrice,M.,EXG,Extrême gauche,8307
4,CARTEREAU,Claudie,Mme,UG,Union de la gauche,8307
5,BOCCALETTI,Frédéric,M.,RN,Rassemblement National,8307
6,KOSCIELSKI,Laurile,Mme,ECO,Ecologistes,8307
7,GUENIOT-DESMAZURES,Christèle,Mme,DSV,Droite souverainiste,8307
8,GIOIA,Sébastien,M.,DVC,Divers centre,8307
9,REHO,Mathieu,M.,REC,Reconquête !,8307
10,MUSCHOTTI,Cécile,Mme,ENS,Ensemble ! (Majorité présidentielle),8307
1,COMBE,Francis,M.,DIV,Divers,8308
2,MARTIN,Ludovic,M.,EXG,Extrême gauche,8308
3,MOUSLIM,Rayann,M.,ENS,Ensemble ! (Majorité présidentielle),8308
4,SCHRECK,Philippe,M.,RN,Rassemblement National,8308
5,PANIZZI,Frank,M.,LR,Les Républicains,8308
6,BREFFY,Sarah,Mme,UG,Union de la gauche,8308
1,COURTOIS,Johan,M.,LR,Les Républicains,8401
2,JAOUEN,Catherine,Mme,RN,Rassemblement National,8401
3,PASCAL,Philippe,M.,DVG,Divers gauche,8401
4,CHATENAY,Christine,Mme,REG,Régionaliste,8401
5,GHOUALI,Eddine,M.,EXG,Extrême gauche,8401
6,TOUTAIN,Philippe,M.,REC,Reconquête !,8401
7,DI FRAJA,Malika,Mme,ENS,Ensemble ! (Majorité présidentielle),8401
8,ARNAULT,Raphaël,M.,UG,Union de la gauche,8401
1,MANGIAVILLANO,Gérard,M.,EXG,Extrême gauche,8402
2,LANGARD,Julien,M.,REC,Reconquête !,8402
3,SANCHEZ,José-Angel,M.,DIV,Divers,8402
4,VIALA,Sylvie,Mme,ENS,Ensemble ! (Majorité présidentielle),8402
5,BROGI,Dominique,Mme,LR,Les Républicains,8402
6,AUZANOT,Bénédicte,Mme,RN,Rassemblement National,8402
7,BLANES,Patrick,M.,UG,Union de la gauche,8402
1,HELLEU,Bertrand,M.,EXG,Extrême gauche,8403
2,ROUSSEL,Louis,M.,REC,Reconquête !,8403
3,DUENAS,Muriel,Mme,UG,Union de la gauche,8403
4,ZITOUNI,Souad,Mme,ENS,Ensemble ! (Majorité présidentielle),8403
5,TONNAIRE,Christophe,M.,LR,Les Républicains,8403
6,DE LÉPINAU,Hervé,M.,RN,Rassemblement National,8403
1,CHAUVOT,Lise Anne Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),8404
2,BOMPARD,Marie-Claude,Mme,REC,Reconquête !,8404
3,LORHO,Marie-France,Mme,RN,Rassemblement National,8404
4,MARSEILLE,David,M.,LR,Les Républicains,8404
5,HAUTANT,Anne Marie,Mme,REG,Régionaliste,8404
6,COULON,Bruno,M.,UDI,Union des Démocrates et Indépendants,8404
7,PETILLOT,Nicolas,M.,EXG,Extrême gauche,8404
8,GALVEZ,Monia,Mme,UG,Union de la gauche,8404
1,RIMBERT,Catherine,Mme,RN,Rassemblement National,8405
2,CELCE,Céline,Mme,UG,Union de la gauche,8405
3,MORENAS,Adrien,M.,ENS,Ensemble ! (Majorité présidentielle),8405
4,DESHAIES,Alexandre,M.,REC,Reconquête !,8405
5,LEFEVRE,Martin,M.,LR,Les Républicains,8405
1,ETONNO,Lucie,Mme,UG,Union de la gauche,8501
2,ROBIN,Gilles,M.,EXG,Extrême gauche,8501
3,BARIAL,Jean-Marc,M.,DSV,Droite souverainiste,8501
4,LATOMBE,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),8501
5,CAILLAUD,Laurent,M.,DVC,Divers centre,8501
6,PAULIN,Simon-Pierre,M.,UXD,Union de l'extrême droite,8501
1,HELARY,Nicolas,M.,UG,Union de la gauche,8502
2,BARILLOT,Sophie,Mme,EXG,Extrême gauche,8502
3,EBRAN,Marie-Christine,Mme,RN,Rassemblement National,8502
4,BELLAMY,Béatrice,Mme,ENS,Ensemble ! (Majorité présidentielle),8502
1,MAUVOISIN-DELAVAUD,Eric,M.,EXD,Extrême droite,8503
2,FAUCHER,Noël,M.,DVD,Divers droite,8503
3,DUBIN,Pascal,M.,UXD,Union de l'extrême droite,8503
4,GUÉNOLÉ,Armelle Marie Geneviève,Mme,DSV,Droite souverainiste,8503
5,FESTIEN,Philippe,M.,EXG,Extrême gauche,8503
6,BUCHOU,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),8503
7,MARCHAND,Pascale,Mme,UG,Union de la gauche,8503
1,BOUR,Claude,Mme,EXG,Extrême gauche,8504
2,MARIEL-GODARD,Julie,Mme,UG,Union de la gauche,8504
3,PROUX,Jacques,M.,RN,Rassemblement National,8504
4,BESSE,Véronique,Mme,DVD,Divers droite,8504
5,NAGNONHOU,Ilias,M.,ENS,Ensemble ! (Majorité présidentielle),8504
1,LE THEIX,Sonia,Mme,DSV,Droite souverainiste,8505
2,BUFFETAUT,Stéphane,M.,RN,Rassemblement National,8505
3,RUAULT,Béatrice,Mme,EXG,Extrême gauche,8505
4,HENRIET,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),8505
5,FOURAGE,Pierre-Hugues,M.,UG,Union de la gauche,8505
6,GALAND,Marius,M.,LR,Les Républicains,8505
1,DARLES,Emmanuelle,Mme,RN,Rassemblement National,8601
2,GAILLARD,Ludovic,M.,EXG,Extrême gauche,8601
3,SAINT-PÉ,Séverine,Mme,HOR,Horizons,8601
4,TRICOT,Aurélien,M.,DVG,Divers gauche,8601
5,BELLUCO,Lisa,Mme,UG,Union de la gauche,8601
1,CHEVALLIER,Estelle,Mme,RN,Rassemblement National,8602
2,CHAUVIN,Agnès,Mme,EXG,Extrême gauche,8602
3,BOURDIER,Aurélien,M.,DVG,Divers gauche,8602
4,SOUMAILLE,Valérie,Mme,UG,Union de la gauche,8602
5,AUGAY,Xavier,M.,DVD,Divers droite,8602
6,HOULIÉ,Sacha,M.,ENS,Ensemble ! (Majorité présidentielle),8602
1,LECAMP,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle),8603
2,JOUAN,Soizic,Mme,EXG,Extrême gauche,8603
3,JEAN,Gisèle,Mme,UG,Union de la gauche,8603
4,SOULAT,Eric,M.,RN,Rassemblement National,8603
5,GOUVERNEUR,Tatiana,Mme,ECO,Ecologistes,8603
1,BORTOLOTTI,Sabine,Mme,DSV,Droite souverainiste,8604
2,MINOT,Patrick,M.,DVC,Divers centre,8604
3,VILLERET,Patrice,M.,EXG,Extrême gauche,8604
4,TROUSSELLE,Yves,M.,UG,Union de la gauche,8604
5,TURQUOIS,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),8604
6,JACQUEMIN,Hager,Mme,RN,Rassemblement National,8604
1,FAUCON,Elisabeth,Mme,EXG,Extrême gauche,8701
2,MAUDET,Damien,M.,UG,Union de la gauche,8701
3,NEGRIER,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),8701
4,DOS SANTOS DE OLIVEIRA,Camille,Mme,RN,Rassemblement National,8701
5,MORETTI,Serge,M.,DSV,Droite souverainiste,8701
1,DELAUTRETTE,Stéphane,M.,UG,Union de la gauche,8702
2,ROUSSIE,Claudine,Mme,EXG,Extrême gauche,8702
3,MINGUET,Sabrina,Mme,RN,Rassemblement National,8702
4,TAYOT,Marie-Eve,Mme,ENS,Ensemble ! (Majorité présidentielle),8702
1,FREYCHET,Albin,M.,RN,Rassemblement National,8703
2,RADJETTI,Zohra,Mme,DSV,Droite souverainiste,8703
3,TOULZA,Gilles,M.,DVC,Divers centre,8703
4,MEUNIER,Manon,Mme,UG,Union de la gauche,8703
5,MOURNETAS,Daniel,M.,EXG,Extrême gauche,8703
1,PERRIN,Dominique,Mme,UG,Union de la gauche,8801
2,FRANÇOIS,Pierre,M.,RN,Rassemblement National,8801
3,VIRY,Stéphane,M.,DVD,Divers droite,8801
4,ABBOT,Evelyne,Mme,EXG,Extrême gauche,8801
1,DUSSAUSAYE,Gaëtan,M.,RN,Rassemblement National,8802
2,GATEAU,Emma,Mme,LR,Les Républicains,8802
3,CHAMBROT,Lionel,M.,ECO,Ecologistes,8802
4,XICOLA,Julie,Mme,UG,Union de la gauche,8802
5,LANGLADE,Jeanne-Françoise,Mme,EXG,Extrême gauche,8802
6,VALENCE,David,M.,ENS,Ensemble ! (Majorité présidentielle),8802
7,THIEBAUT,Emmanuel,M.,DVC,Divers centre,8802
1,BAILLY,Stéphanie,Mme,EXG,Extrême gauche,8803
2,NAEGELEN,Christophe,M.,DVC,Divers centre,8803
3,BACHELART,Etienne,M.,UG,Union de la gauche,8803
4,FRESSE,Pauline,Mme,RN,Rassemblement National,8803
1,GAULTIER,Jean-Jacques,M.,LR,Les Républicains,8804
2,HUBERT,Caroline,Mme,REC,Reconquête !,8804
3,BENI,Marie,Mme,DVC,Divers centre,8804
4,WEIN,François-Xavier,M.,UG,Union de la gauche,8804
5,BAILLY,Camille,Mme,EXG,Extrême gauche,8804
6,HUMBERT,Sébastien,M.,RN,Rassemblement National,8804
1,MANIGAUT,Sylvie,Mme,EXG,Extrême gauche,8901
2,ALBRECHT,Victor,M.,ENS,Ensemble ! (Majorité présidentielle),8901
3,BÄHR,Céline,Mme,LR,Les Républicains,8901
4,LETIERCE,Jean-Christophe,M.,REC,Reconquête !,8901
5,LOURY,Florence,Mme,UG,Union de la gauche,8901
6,GRENON,Daniel,M.,RN,Rassemblement National,8901
1,ROY,Sophie-Laurence,Mme,UXD,Union de l'extrême droite,8902
2,DEMUSSY,Sylvie,Mme,REC,Reconquête !,8902
3,VERHEGGE,Thomas,M.,DSV,Droite souverainiste,8902
4,NAKOV,Iris,Mme,ECO,Ecologistes,8902
5,VILLIERS,André,M.,ENS,Ensemble ! (Majorité présidentielle),8902
6,CARRASCO,Anita,Mme,EXG,Extrême gauche,8902
7,VEYSSIERE,Philippe,M.,UG,Union de la gauche,8902
1,CROUZET,Michèle,Mme,ENS,Ensemble ! (Majorité présidentielle),8903
2,PALLANT,Simonne,Mme,EXG,Extrême gauche,8903
3,ODOUL,Julien,M.,RN,Rassemblement National,8903
4,SORET,Nicolas,M.,UG,Union de la gauche,8903
5,KERMIN,Jean-Charles,M.,EXG,Extrême gauche,8903
6,VILBOIS,Annik,Mme,REC,Reconquête !,8903
7,WEIGEL,Grégoire,M.,DVD,Divers droite,8903
1,PETITOT,Christiane,Mme,EXG,Extrême gauche,9001
2,MANCK,Carine,Mme,RN,Rassemblement National,9001
3,BOUCARD,Ian,M.,LR,Les Républicains,9001
4,GROSDIDIER,Maggy,Mme,ENS,Ensemble ! (Majorité présidentielle),9001
5,BELORGEY,Marie-Eve,Mme,UG,Union de la gauche,9001
6,KEMPS HOUVER,Marion,Mme,DSV,Droite souverainiste,9001
7,MERLINI,Séverine,Mme,REG,Régionaliste,9001
1,KECK,Célia,Mme,REG,Régionaliste,9002
2,CHAUCHE,Florian,M.,UG,Union de la gauche,9002
3,MARTINEZ,Josée,Mme,ENS,Ensemble ! (Majorité présidentielle),9002
4,VALLVERDU,Didier,M.,LR,Les Républicains,9002
5,PHEULPIN,Simon,M.,EXG,Extrême gauche,9002
6,BIGOT,Guillaume,M.,RN,Rassemblement National,9002
1,BERENGER,Hélène,Mme,REC,Reconquête !,9101
2,CAMONIN,Jean,M.,EXG,Extrême gauche,9101
3,BEAUDET,Stéphane,M.,DIV,Divers,9101
4,AMRANI,Farida,Mme,UG,Union de la gauche,9101
5,EYANG,Gladys,Mme,DIV,Divers,9101
6,GALAND,Baptiste,M.,ECO,Ecologistes,9101
7,VEGA,Thiebauld,M.,RN,Rassemblement National,9101
1,HILLAIRE,Mathieu,M.,UG,Union de la gauche,9102
2,PHAN HIEU,Mathilde,Mme,EXG,Extrême gauche,9102
3,BORIE,Jacques,M.,ECO,Ecologistes,9102
4,TARCY,Carla,Mme,REC,Reconquête !,9102
5,SIFER,Naïma,Mme,ENS,Ensemble ! (Majorité présidentielle),9102
6,DA CONCEICAO CARVALHO,Nathalie,Mme,RN,Rassemblement National,9102
7,LIENHARD,Alexandre,M.,ECO,Ecologistes,9102
8,MAYEUR,Pierre,M.,DVD,Divers droite,9102
1,LOPÈS-VENOT,Joëlle,Mme,EXG,Extrême gauche,9103
2,IZARD,Alexis,M.,ENS,Ensemble ! (Majorité présidentielle),9103
3,RIBEIRO,Salvador,M.,DIV,Divers,9103
4,TRANIER,Denis,M.,REC,Reconquête !,9103
5,MILOSEVIC,Stefan,M.,RN,Rassemblement National,9103
6,BOMPARD,Catherine,Mme,DIV,Divers,9103
7,GUSTAVE,Steevy,M.,UG,Union de la gauche,9103
1,RICOIS,Jean-François,M.,DIV,Divers,9104
2,GOMES,Tony,M.,REC,Reconquête !,9104
3,RIXAIN,Marie-Pierre,Mme,ENS,Ensemble ! (Majorité présidentielle),9104
4,DEME,Amadou,M.,UG,Union de la gauche,9104
5,MARTY,Yves,M.,DIV,Divers,9104
6,CARBRIAND,Jérôme,M.,UXD,Union de l'extrême droite,9104
7,POHYER,Michèle,Mme,EXG,Extrême gauche,9104
1,TRÉBULLE,François Guy,M.,DVD,Divers droite,9105
2,LARROUTUROU,Pierre,M.,UG,Union de la gauche,9105
3,BILLOIR,Marianne,Mme,ECO,Ecologistes,9105
4,LONCHAMPT,Wendy,Mme,REC,Reconquête !,9105
5,ODILLE,Benoît,M.,DVG,Divers gauche,9105
6,PAXION,Didier,M.,EXG,Extrême gauche,9105
7,HORVELIN,Laetitia,Mme,RN,Rassemblement National,9105
8,MIDY,Paul,M.,ENS,Ensemble ! (Majorité présidentielle),9105
1,GUEDJ,Jérôme,M.,UG,Union de la gauche,9106
2,MONNIER,Francine,Mme,REC,Reconquête !,9106
3,LANG-ROUSSEAU,Aloïs,M.,ECO,Ecologistes,9106
4,VAYSSIÈRE,Bastien,M.,EXG,Extrême gauche,9106
5,LACARRIERE FARGES,Chantal,Mme,LR,Les Républicains,9106
6,GOUPY,Natacha,Mme,RN,Rassemblement National,9106
7,KRIBI - ROMDHANE,Hella,Mme,DVG,Divers gauche,9106
1,CORMIER,Didier,M.,REC,Reconquête !,9107
2,VAGNEUX,Olivier,M.,DVD,Divers droite,9107
3,GUIBERT,Audrey,Mme,RN,Rassemblement National,9107
4,VILLETTE,Olivier,M.,DIV,Divers,9107
5,REDA,Robin,M.,ENS,Ensemble ! (Majorité présidentielle),9107
6,LEJEUNE,Claire,Mme,UG,Union de la gauche,9107
1,DUBOULAY,Chantal,Mme,EXG,Extrême gauche,9108
2,DUROVRAY,François,M.,DVD,Divers droite,9108
3,DUQUENOY,Lolita,Mme,DIV,Divers,9108
4,DUPONT-AIGNAN,Nicolas,M.,DSV,Droite souverainiste,9108
5,CERNON,Bérenger,M.,UG,Union de la gauche,9108
6,TAOFIFENUA,Jean-Baptiste,M.,DVC,Divers centre,9108
7,BOUATLAOUI,Amina,Mme,ECO,Ecologistes,9108
1,CHAMBERLIN,Bruno,M.,DIV,Divers,9109
2,MERRIEN,Paul-Henri,M.,RN,Rassemblement National,9109
3,BORAN,Sinan,M.,DIV,Divers,9109
4,GUÉVENOUX,Marie,Mme,ENS,Ensemble ! (Majorité présidentielle),9109
5,OZENNE,Julie,Mme,UG,Union de la gauche,9109
6,GRISAUD,Benoit,M.,EXG,Extrême gauche,9109
1,KABAMA,Mihala,M.,DIV,Divers,9110
2,LÉAUMENT,Antoine,M.,UG,Union de la gauche,9110
3,MANDO,Joël,M.,DVD,Divers droite,9110
4,MONET,Alexandra,Mme,ENS,Ensemble ! (Majorité présidentielle),9110
5,DENEUVE,Thierry,M.,ECO,Ecologistes,9110
6,DE BOISHUE,Nicolas,M.,LR,Les Républicains,9110
7,HAMON,Stéphanie,Mme,REC,Reconquête !,9110
8,LECLERC,Monique,Mme,EXG,Extrême gauche,9110
9,DECKEL,Willy,M.,DIV,Divers,9110
10,AMAND,Michael,M.,RN,Rassemblement National,9110
11,KECER,Kamel,M.,ECO,Ecologistes,9110
1,FEGEANT,Nicolas,M.,UDI,Union des Démocrates et Indépendants,9201
2,MASSONNEAU,Marine,Mme,DVC,Divers centre,9201
3,CAMARA,Mariam,Mme,RN,Rassemblement National,9201
4,SARKIS,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),9201
5,PERTUS,Armelle,Mme,EXG,Extrême gauche,9201
6,FAUCILLON,Elsa,Mme,UG,Union de la gauche,9201
7,DECAILLET,Marie-Laure,Mme,REC,Reconquête !,9201
8,BOUNAB,Zina,Mme,EXG,Extrême gauche,9201
9,DE LONGUEVILLE,Diane,Mme,LR,Les Républicains,9201
1,PUERTAS,Julien,M.,EXG,Extrême gauche,9202
2,PASQUINI,Francesca,Mme,UG,Union de la gauche,9202
3,LAKRAFI,Ahmed,M.,DVC,Divers centre,9202
4,PHAN,Sébastien,M.,ENS,Ensemble ! (Majorité présidentielle),9202
5,PETTITT,Julia,Mme,REC,Reconquête !,9202
6,DUROULLE,Louis,M.,DVC,Divers centre,9202
7,GALLIMARD,Anne-Caroline,Mme,UXD,Union de l'extrême droite,9202
8,LAM,Thomas,M.,LR,Les Républicains,9202
1,DAHAN,Isabelle,Mme,UG,Union de la gauche,9203
2,ROUSSEL,Carole,Mme,RN,Rassemblement National,9203
3,FRADIN,Aline,Mme,EXG,Extrême gauche,9203
4,JUVIN,Philippe,M.,LR,Les Républicains,9203
5,GERARD,Marc,M.,REC,Reconquête !,9203
1,BRAVO,Melina,Mme,RN,Rassemblement National,9204
2,VONSY,Aurélie,Mme,ECO,Ecologistes,9204
3,SEBAIHI,Sabrina,Mme,UG,Union de la gauche,9204
4,VALETTE,Régis,M.,REC,Reconquête !,9204
5,BARNY,Valéry,M.,DVG,Divers gauche,9204
6,MC COY,Sean Phillip,M.,DVG,Divers gauche,9204
7,EISENBERG,Mathilde,Mme,EXG,Extrême gauche,9204
8,STRUMANNE,Laurent,M.,EXG,Extrême gauche,9204
9,DE CRECY,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),9204
1,PITTI,Raphaël,M.,UG,Union de la gauche,9205
2,DESCHIENS,Sophie,Mme,LR,Les Républicains,9205
3,LAMBERT,Mireille,Mme,EXG,Extrême gauche,9205
4,CALVEZ,Céline,Mme,ENS,Ensemble ! (Majorité présidentielle),9205
5,BAKHTI,Hayat,Mme,UDI,Union des Démocrates et Indépendants,9205
6,DEWHURST,Benjamin,M.,DIV,Divers,9205
7,RIU,Alexandra,Mme,DVC,Divers centre,9205
8,PINÇON,Amélie,Mme,UXD,Union de l'extrême droite,9205
9,BOTET,Josette,Mme,REC,Reconquête !,9205
1,DIDIER,Geoffroy,M.,LR,Les Républicains,9206
2,LE GRIP,Constance,Mme,ENS,Ensemble ! (Majorité présidentielle),9206
3,PANY,Alexis,M.,UXD,Union de l'extrême droite,9206
4,DEROCHE,François-Xavier,M.,DVC,Divers centre,9206
5,MARCEL,Françoise,Mme,EXG,Extrême gauche,9206
6,MESSIHA,Jean,M.,REC,Reconquête !,9206
7,MUSCIANISI,Sihame,Mme,UG,Union de la gauche,9206
1,CARILLON,Rémi,M.,REC,Reconquête !,9207
2,ABAD,Cécile,Mme,EXG,Extrême gauche,9207
3,CAZENEUVE,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),9207
4,PASTOR,Christine,Mme,RN,Rassemblement National,9207
5,RICHARD,Charlotte,Mme,ECO,Ecologistes,9207
6,PEYRET,Lucas,M.,UG,Union de la gauche,9207
1,BRAHMII-SEMPER,Adam,M.,ECO,Ecologistes,9208
2,THEVENOT,Prisca,Mme,ENS,Ensemble ! (Majorité présidentielle),9208
3,HÉNIQUE,Philippe,M.,EXG,Extrême gauche,9208
4,CUSA,Miron,M.,DVG,Divers gauche,9208
5,NICOLAS-CHAVANCE,Salomé,Mme,UG,Union de la gauche,9208
6,VEISSIERE,Delphine,Mme,RN,Rassemblement National,9208
7,RICHEZ,Cécile,Mme,LR,Les Républicains,9208
8,LAYLY,Jean-Baptiste,M.,DIV,Divers,9208
9,MOTTE,Adélaïde,Mme,REC,Reconquête !,9208
1,CHAUDON,Anne-Laure,Mme,EXG,Extrême gauche,9209
2,MATHOT,Virginie,Mme,LR,Les Républicains,9209
3,NARBONI,Thierry,M.,DVD,Divers droite,9209
4,SÉJOURNÉ,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),9209
5,MUSTAFIC,Hazrije,Mme,DVC,Divers centre,9209
6,RAPILLY-FERNIOT,Pauline,Mme,UG,Union de la gauche,9209
7,CARRASCO,Julia,Mme,RN,Rassemblement National,9209
8,SAMOUN,Joseph,M.,REC,Reconquête !,9209
1,GUILLEMET,Béatrice,Mme,DVG,Divers gauche,9210
2,LEMESLE,Nicolas,M.,DIV,Divers,9210
3,LAYE,Sébastien,M.,UXD,Union de l'extrême droite,9210
4,FERREIRA DO AMARAL,Herlander,M.,REC,Reconquête !,9210
5,PERRIN,Clément,M.,LR,Les Républicains,9210
6,YGOUF,Esteban,M.,DVG,Divers gauche,9210
7,ATTAL,Gabriel,M.,ENS,Ensemble ! (Majorité présidentielle),9210
8,SOUBELET,Cécile,Mme,UG,Union de la gauche,9210
9,VIGUIÉ,Laurence,Mme,EXG,Extrême gauche,9210
1,CHATELAIN,Juliette,Mme,RN,Rassemblement National,9211
2,ROSSI,Laurianne,Mme,ENS,Ensemble ! (Majorité présidentielle),9211
3,PONGE,Philippe,M.,DVG,Divers gauche,9211
4,BACLET,Suzanne,Mme,REC,Reconquête !,9211
5,SAINTOUL,Aurélien,M.,UG,Union de la gauche,9211
6,ROUX,Eric,M.,DVC,Divers centre,9211
7,CHIARELLI,Xavier,M.,EXG,Extrême gauche,9211
8,ROLLOT,Franck,M.,EXG,Extrême gauche,9211
9,GARDENT,Olivier,M.,DVG,Divers gauche,9211
10,COUZIN,Renaud,M.,ECO,Ecologistes,9211
1,BERNARD,Yann,M.,EXG,Extrême gauche,9212
2,LEGRAND,Stéphane,M.,ECO,Ecologistes,9212
3,VERSINI,Christophe,M.,RN,Rassemblement National,9212
4,BENHARKAT,Assma,Mme,DVG,Divers gauche,9212
5,CHINAN,Guillaume,M.,DVG,Divers gauche,9212
6,BERGER,Jean-Didier,M.,LR,Les Républicains,9212
7,ADJROUD,Lounes,M.,UG,Union de la gauche,9212
8,HOUPLAIN,Philippe,M.,REC,Reconquête !,9212
1,TOUNSI,Mohamed,M.,DVC,Divers centre,9213
2,GAILLARD,Brice,M.,UG,Union de la gauche,9213
3,ISNARD,Numa,M.,LR,Les Républicains,9213
4,BREGEON,Maud,Mme,ENS,Ensemble ! (Majorité présidentielle),9213
5,PRETO,Marie-Josée,Mme,REC,Reconquête !,9213
6,YVARS,Patrick,M.,RN,Rassemblement National,9213
7,MARTIN,Agathe,Mme,EXG,Extrême gauche,9213
1,GRAZIOLI,Julien,M.,RN,Rassemblement National,9301
2,AUBRY,Alain,M.,EXG,Extrême gauche,9301
3,PEGUILLET,François,M.,LR,Les Républicains,9301
4,BILONGO MAMBWENI,Emmanuel,M.,DIV,Divers,9301
5,LE MAIRE,Gersende,Mme,ECO,Ecologistes,9301
6,UHALDE,Paul,M.,EXG,Extrême gauche,9301
7,COQUEREL,Éric,M.,UG,Union de la gauche,9301
8,BOUARD,Nabil,M.,DVD,Divers droite,9301
9,MONFILS,Jean-Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),9301
10,FALISZ,Gaëll,Mme,EXG,Extrême gauche,9301
1,MAILLARD,Louis-Auxile,M.,LR,Les Républicains,9302
2,KAZIB,Anasse,M.,EXG,Extrême gauche,9302
3,MARQUAND,Maki Théa,Mme,ECO,Ecologistes,9302
4,RENAUD,Agnès,Mme,EXG,Extrême gauche,9302
5,COLOMAS,Luc,M.,RN,Rassemblement National,9302
6,PEU,Stéphane,M.,UG,Union de la gauche,9302
7,UK,Samantha,Mme,ENS,Ensemble ! (Majorité présidentielle),9302
1,DIABY,Djénéba,Mme,DVC,Divers centre,9303
2,PORTES,Thomas,M.,UG,Union de la gauche,9303
3,GAUCHERAND,Maëlle,Mme,EXG,Extrême gauche,9303
4,ALLEMON,Eric,M.,DVC,Divers centre,9303
5,ANATO,Patrice,M.,DVC,Divers centre,9303
6,NICOLLE,Gaspard,M.,EXG,Extrême gauche,9303
7,BUTTEY,Maxence,M.,DVD,Divers droite,9303
8,RICHARD,Stéphanie,Mme,DVC,Divers centre,9303
9,DACKO,Sarah Astrid,Mme,DIV,Divers,9303
10,CRETIN-GIELLY,Denis,M.,RN,Rassemblement National,9303
1,LEY,Marlène,Mme,EXG,Extrême gauche,9304
2,BOUROUAHA,Soumya,Mme,UG,Union de la gauche,9304
3,AWAD,Mohamed,M.,FI,La France insoumise,9304
4,BELIN,Matthieu,M.,EXG,Extrême gauche,9304
5,RABEHI,Hamza,M.,ENS,Ensemble ! (Majorité présidentielle),9304
6,LÉVÊQUE,Colette,Mme,RN,Rassemblement National,9304
7,MIRALI,Omar,M.,DIV,Divers,9304
8,VAZ,Micaël,M.,LR,Les Républicains,9304
9,ATTIG,Sonia,Mme,DVG,Divers gauche,9304
10,POTTIER,Virginie,Mme,DVD,Divers droite,9304
11,FAROUK,Amirdine,M.,DIV,Divers,9304
1,FEGER,Rodolphe,M.,EXG,Extrême gauche,9305
2,KOZELKO,Eric,M.,RN,Rassemblement National,9305
3,LAGARDE,Aude,Mme,DVC,Divers centre,9305
4,GARRIDO,Raquel,Mme,DVG,Divers gauche,9305
5,DIOUARA,Aly,M.,UG,Union de la gauche,9305
6,BALLOUHEY,Hélène,Mme,EXG,Extrême gauche,9305
