NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,CodCircElec
5,HENRY,Chantal,Mme,EXD,Extrême droite,1404
6,MOURARET,Pierre,M.,UG,Union de la gauche,1404
7,BLANCHET,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),1404
1,GÉREUX,Jean-Alexis,M.,DSV,Droite souverainiste,1405
2,PELTRE,Isabelle,Mme,EXG,Extrême gauche,1405
3,BOUYX,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle),1405
4,NOUVELOT,Cédric,M.,DVD,Divers droite,1405
5,DESCLOS,Tony,M.,REC,Reconquête !,1405
6,DUPONT-FEDERICI,Thomas,M.,UG,Union de la gauche,1405
7,CHAPRON,Philippe,M.,RN,Rassemblement National,1405
1,CALBRIX,Nicolas,M.,RN,Rassemblement National,1406
2,GAUCHARD,Noé,M.,UG,Union de la gauche,1406
3,CAILLEMER,Esteline,Mme,REC,Reconquête !,1406
4,LAHALLE,Lynda,Mme,DVC,Divers centre,1406
5,GEORGET,Pascale,Mme,EXG,Extrême gauche,1406
6,BORNE,Elisabeth,Mme,ENS,Ensemble ! (Majorité présidentielle),1406
7,LAREYNIE,Bérengère,Mme,EXG,Extrême gauche,1406
8,AMBOURG,Philippe,M.,DSV,Droite souverainiste,1406
1,DESCOEUR,Vincent,M.,DVD,Divers droite,1501
2,RUEDA,Valérie,Mme,UG,Union de la gauche,1501
3,DAUVILLIER,Rémy,M.,EXG,Extrême gauche,1501
4,BRUXELLE,Jean-Jacques,M.,REC,Reconquête !,1501
5,SABOT,Denis,M.,HOR,Horizons,1501
6,GALLAIS,Dorothée,Mme,RN,Rassemblement National,1501
1,CHEIKHI,Mona,Mme,EXG,Extrême gauche,1502
2,PÉBAY,Zoé,Mme,UG,Union de la gauche,1502
3,LACROIX,Gilles,M.,RN,Rassemblement National,1502
4,VEYSSET-RAPAPORT,Pascal,M.,REC,Reconquête !,1502
5,TILMANT-TATISCHEFF,Vladimir,M.,ENS,Ensemble ! (Majorité présidentielle),1502
6,TOTY,Louis,M.,DVD,Divers droite,1502
7,BONY,Jean Yves,M.,DVD,Divers droite,1502
1,MESNIER,Thomas,M.,HOR,Horizons,1601
2,NICOLAS,Olivier,M.,EXG,Extrême gauche,1601
3,BOIVIN,Alain,M.,LR,Les Républicains,1601
4,PILATO,René,M.,UG,Union de la gauche,1601
5,LATUS,Marion,Mme,RN,Rassemblement National,1601
6,BERNARD,Doraline,Mme,REC,Reconquête !,1601
1,MARTIN,Barthélemy,M.,UXD,Union de l'extrême droite,1602
2,JANOT,Alain Gérard,M.,REC,Reconquête !,1602
3,DE CLISSON,Aurore,Mme,EXD,Extrême droite,1602
4,BESSAS,Françoise,Mme,EXG,Extrême gauche,1602
5,JOBIT,Didier,M.,LR,Les Républicains,1602
6,BALLU,Carole,Mme,UG,Union de la gauche,1602
7,MARSAUD,Sandra,Mme,ENS,Ensemble ! (Majorité présidentielle),1602
8,VINSONNEAU,Corentin,M.,ECO,Ecologistes,1602
1,LEBRAUD,Virginie,Mme,UG,Union de la gauche,1603
2,CURGALI,Patrick,M.,EXG,Extrême gauche,1603
3,FRANÇOIS,Gwenhaël,M.,ENS,Ensemble ! (Majorité présidentielle),1603
4,COLOMBIER,Caroline,Mme,RN,Rassemblement National,1603
5,SOUCHAUD,Dominique,M.,UDI,Union des Démocrates et Indépendants,1603
6,TOUZÉ,Adrien,M.,REC,Reconquête !,1603
1,COLIN,Antoine,M.,EXG,Extrême gauche,1701
2,CHAUVEAU,Emma,Mme,RN,Rassemblement National,1701
3,PERE,Philippe,M.,DIV,Divers,1701
4,SAMRI,Yasmina,Mme,DVG,Divers gauche,1701
5,FRANCOIS,Nicolas,M.,REC,Reconquête !,1701
6,SOUBESTE,Jean-Marc,M.,UG,Union de la gauche,1701
7,RAMEL,Françoise,Mme,REG,Régionaliste,1701
8,FALORNI,Olivier,M.,DVG,Divers gauche,1701
1,BLANCHÉ,Hervé,M.,LR,Les Républicains,1702
2,BERTHOLOM,Karen,Mme,RN,Rassemblement National,1702
3,BITEAU,Benoît,M.,UG,Union de la gauche,1702
4,CASTELLO,Frédéric,M.,EXG,Extrême gauche,1702
5,BABAULT,Anne-Laure,Mme,ENS,Ensemble ! (Majorité présidentielle),1702
1,DAHAN-BERTHELOT,Gérald,M.,DVG,Divers gauche,1703
2,ARDOUIN,Jean-Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),1703
3,MORIN,Stéphane,M.,RN,Rassemblement National,1703
4,GODDE,Anne-Catherine,Mme,EXG,Extrême gauche,1703
5,BARUSSEAU,Fabrice,M.,UG,Union de la gauche,1703
1,GERARD,Raphaël,M.,ENS,Ensemble ! (Majorité présidentielle),1704
2,MARKOWSKY,Pascal,M.,RN,Rassemblement National,1704
3,DESSELLES,Danièle,Mme,UG,Union de la gauche,1704
4,TRIPELON,Olivier,M.,EXG,Extrême gauche,1704
5,DROUILLARD,Céline,Mme,LR,Les Républicains,1704
1,MONGELOUS,Aymeric,M.,RN,Rassemblement National,1705
2,PLASSARD,Christophe,M.,HOR,Horizons,1705
3,BRACHET,Anne,Mme,UG,Union de la gauche,1705
4,CASSETTE,Danièle,Mme,EXG,Extrême gauche,1705
1,CORMIER-BOULIGEON,François,M.,ENS,Ensemble ! (Majorité présidentielle),1801
2,CERVEAU,Sylvie,Mme,EXG,Extrême gauche,1801
3,LEFELLE,Hugo,M.,UG,Union de la gauche,1801
4,IANNUZZI,Ugo,M.,RN,Rassemblement National,1801
5,BELLON,Sandrine,Mme,REG,Régionaliste,1801
1,BEHAGHEL,Gabriel,M.,ENS,Ensemble ! (Majorité présidentielle),1802
2,BULTEAU,Philippe,M.,DVD,Divers droite,1802
3,DUENAS,Bastian,M.,RN,Rassemblement National,1802
4,ROBIN,Régis,M.,EXG,Extrême gauche,1802
5,JAULIN,Ludovic,M.,REC,Reconquête !,1802
6,SANSU,Nicolas,M.,UG,Union de la gauche,1802
1,GENTILLET,Pierre,M.,RN,Rassemblement National,1803
2,DE CHOULOT,Bénédicte,Mme,LR,Les Républicains,1803
3,CHARTIER,Christa,Mme,DSV,Droite souverainiste,1803
4,BELLET,Eric,M.,EXG,Extrême gauche,1803
5,MOREIRA,Emma,Mme,UG,Union de la gauche,1803
6,KERVRAN,Loïc,M.,ENS,Ensemble ! (Majorité présidentielle),1803
7,LOUGNON,Eric,M.,REC,Reconquête !,1803
1,COINAUD,Marie-Thérèse,Mme,EXG,Extrême gauche,1901
2,DUBOIS,Francis,M.,LR,Les Républicains,1901
3,OGUINENA,Gilles,M.,REC,Reconquête !,1901
4,HOLLANDE,François,M.,UG,Union de la gauche,1901
5,POUGET,Maïtey,Mme,RN,Rassemblement National,1901
1,ELOPHE,Valéry,M.,RN,Rassemblement National,1902
2,SICARD,Sylvie,Mme,EXG,Extrême gauche,1902
3,MEUNIER,Frédérique,Mme,LR,Les Républicains,1902
4,DEWAELE,Amandine,Mme,UG,Union de la gauche,1902
1,GODARD,Océane,Mme,UG,Union de la gauche,2101
2,THÉVENIN,Julien,M.,EXG,Extrême gauche,2101
3,ZIVKOVIC,Sladana,Mme,DVG,Divers gauche,2101
4,MARTIN,Didier,M.,ENS,Ensemble ! (Majorité présidentielle),2101
5,HUMBLOT-CORNILLE,Cyline,Mme,RN,Rassemblement National,2101
6,DUGOURD,François-Xavier,M.,LR,Les Républicains,2101
1,GUYENOT,Tatiana,Mme,RN,Rassemblement National,2102
2,HERVIEU,Catherine,Mme,UG,Union de la gauche,2102
3,BOURGUIGNAT,Laurent,M.,LR,Les Républicains,2102
4,GONZALEZ,Julien,M.,ECO,Ecologistes,2102
5,BORDAT,Benoît,M.,ENS,Ensemble ! (Majorité présidentielle),2102
6,BERTRAND,Elisabeth,Mme,DSV,Droite souverainiste,2102
7,ROCHER,Claire,Mme,EXG,Extrême gauche,2102
8,GAILLARD,Franck,M.,REC,Reconquête !,2102
1,KHATTABI,Fadila,Mme,ENS,Ensemble ! (Majorité présidentielle),2103
2,MEZUI,Georges,M.,DVG,Divers gauche,2103
3,BOURGADEL,Charle,M.,LR,Les Républicains,2103
4,PRIBETICH,Pierre,M.,UG,Union de la gauche,2103
5,COUDERT,Thierry,M.,UXD,Union de l'extrême droite,2103
6,DELORME,Fabienne,Mme,EXG,Extrême gauche,2103
1,BRIGAND,Hubert,M.,LR,Les Républicains,2104
2,DUMONT,Sophie,Mme,RN,Rassemblement National,2104
3,DENIZOT,Michel,M.,EXG,Extrême gauche,2104
4,JACQ,Valérie,Mme,UG,Union de la gauche,2104
1,PARIS,Didier,M.,ENS,Ensemble ! (Majorité présidentielle),2105
2,FLACHE,Jérôme,M.,UG,Union de la gauche,2105
3,PETET,Françoise,Mme,EXG,Extrême gauche,2105
4,BAUDOT,Nicolas,M.,DVC,Divers centre,2105
5,CHERONT,Arnaud,M.,DVD,Divers droite,2105
6,LIORET,René,M.,RN,Rassemblement National,2105
1,COSSON,Mickaël,M.,ENS,Ensemble ! (Majorité présidentielle),2201
2,GORGIARD,Marion,Mme,UG,Union de la gauche,2201
3,DENIS,Hervé,M.,EXG,Extrême gauche,2201
4,BILLAUD,Françoise,Mme,RN,Rassemblement National,2201
5,DANJOU,Aourell,Mme,ECO,Ecologistes,2201
6,CROGUENNEC,Bernard,M.,LR,Les Républicains,2201
7,LE FOL,Alain,M.,EXG,Extrême gauche,2201
8,MATTASOGLIO,Virginie,Mme,DVC,Divers centre,2201
1,DESBOIS,Michel,M.,DVD,Divers droite,2202
2,DAUPHIN,Jérémy,M.,UG,Union de la gauche,2202
3,MAHEU,Logan,M.,REG,Régionaliste,2202
4,KIEFFER,Antoine,M.,RN,Rassemblement National,2202
5,BERVILLE,Hervé,M.,ENS,Ensemble ! (Majorité présidentielle),2202
6,HERBLIN,Lucie,Mme,EXG,Extrême gauche,2202
1,LE FUR,Corentin,M.,LR,Les Républicains,2203
2,ROUXEL,Emmanuel,M.,REG,Régionaliste,2203
3,RAVARD,Antoine,M.,UG,Union de la gauche,2203
4,GATIEN,Gabrielle,Mme,DIV,Divers,2203
5,CLEMENT,Lucas,M.,ENS,Ensemble ! (Majorité présidentielle),2203
6,TYLI,Bryan,M.,REG,Régionaliste,2203
7,LAMOUR,Jean-Pierre,M.,EXG,Extrême gauche,2203
8,DE MELLON,Odile,Mme,RN,Rassemblement National,2203
1,LUDE,Noël,M.,RN,Rassemblement National,2204
2,JOBIC,Cyril,M.,ENS,Ensemble ! (Majorité présidentielle),2204
3,LE MEN,Danielle,Mme,REC,Reconquête !,2204
4,LIRONCOURT,Sylvie,Mme,EXG,Extrême gauche,2204
5,LEPVRAUD,Murielle,Mme,UG,Union de la gauche,2204
1,LE BOULANGER,Jean-Yves,M.,RN,Rassemblement National,2205
2,GUÉGUEN,Yann,M.,EXG,Extrême gauche,2205
3,BOTHOREL,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),2205
4,LEMAITRE,Marielle,Mme,UG,Union de la gauche,2205
1,PINSON,Ana,Mme,REC,Reconquête !,2301
2,DUMON,Catherine,Mme,EXG,Extrême gauche,2301
3,SIMONET,Valérie,Mme,DVD,Divers droite,2301
4,VERHEYEN VALADE,Florence,Mme,DIV,Divers,2301
5,LENOIR,Bartolomé,M.,UXD,Union de l'extrême droite,2301
6,COUTURIER,Catherine,Mme,UG,Union de la gauche,2301
7,MOREAU,Jean-Baptiste,M.,ENS,Ensemble ! (Majorité présidentielle),2301
1,MARTIN,Pascale,Mme,UG,Union de la gauche,2401
2,DESPORT NAMUR,Bérenger,M.,LR,Les Républicains,2401
3,COUTOU,Antoine,M.,REC,Reconquête !,2401
4,LECHON,Nadine,Mme,RN,Rassemblement National,2401
5,ALMOSNINO,Jonathan,M.,EXG,Extrême gauche,2401
6,TONON,Clément,M.,ENS,Ensemble ! (Majorité présidentielle),2401
7,LAMBERT,Stéphane,M.,DIV,Divers,2401
1,DELPON,Michel,M.,ENS,Ensemble ! (Majorité présidentielle),2402
2,BAYLE,Josie,Mme,LR,Les Républicains,2402
3,KHELFAOUI,Lise,Mme,EXG,Extrême gauche,2402
4,CATHUS,Christophe,M.,UG,Union de la gauche,2402
5,MULLER,Serge,M.,RN,Rassemblement National,2402
1,THOMASSON,Myriam,Mme,LR,Les Républicains,2403
2,DRUILLOLE,Christelle,Mme,UG,Union de la gauche,2403
3,JOUBERT,Florence,Mme,RN,Rassemblement National,2403
4,CUBERTAFON,Jean-Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),2403
5,DECOUPY,Jacques,M.,EXG,Extrême gauche,2403
1,BALLERAND,Nathalie,Mme,REC,Reconquête !,2404
2,PEYRAT,Jérôme,M.,DVC,Divers centre,2404
3,PEYTAVIE,Sébastien,M.,UG,Union de la gauche,2404
4,TOURNE,François,M.,ENS,Ensemble ! (Majorité présidentielle),2404
5,BALLAND,Anne-Catherine,Mme,LR,Les Républicains,2404
6,GREEN-MADEO,Christophe,M.,EXG,Extrême gauche,2404
7,MARCHAUDON,Dominique-Louise,Mme,RN,Rassemblement National,2404
1,FRIESS,Nicole,Mme,EXG,Extrême gauche,2501
2,RUCH,Alain,M.,EXG,Extrême gauche,2501
3,LUTZ,Thomas,M.,RN,Rassemblement National,2501
4,PERNIN,Marielle,Mme,ECO,Ecologistes,2501
5,MORÉ,Elisa,Mme,REG,Régionaliste,2501
6,VEZIES,Séverine,Mme,UG,Union de la gauche,2501
7,CROIZIER,Laurent,M.,ENS,Ensemble ! (Majorité présidentielle),2501
1,VOYNET,Dominique,Mme,UG,Union de la gauche,2502
2,VUITTON,Brigitte,Mme,EXG,Extrême gauche,2502
3,FUSIS,Eric,M.,RN,Rassemblement National,2502
4,VUILLEMIN,Benoît,M.,ENS,Ensemble ! (Majorité présidentielle),2502
5,ROY,Daniel,M.,LR,Les Républicains,2502
1,BLOCH,Matthieu,M.,UXD,Union de l'extrême droite,2503
2,DAYET,Virginie,Mme,UG,Union de la gauche,2503
3,KEMPS,Brandon,M.,DSV,Droite souverainiste,2503
4,PACQUOT,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),2503
5,PLAIN,Franck,M.,EXG,Extrême gauche,2503
1,TREPPO,Michel,M.,EXG,Extrême gauche,2504
2,GRANGIER,Géraldine,Mme,RN,Rassemblement National,2504
3,DUVERNOIS,Magali,Mme,UG,Union de la gauche,2504
4,VOLA,Yves,M.,ECO,Ecologistes,2504
5,GAUTIER,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),2504
1,LAURENT,Nolann,M.,DIV,Divers,2505
2,MORRISON,Sonya,Mme,EXG,Extrême gauche,2505
3,GENEVARD,Annie,Mme,LR,Les Républicains,2505
4,CASSEZ,Matthieu,M.,UG,Union de la gauche,2505
5,BOILLOT,Lucas,M.,ENS,Ensemble ! (Majorité présidentielle),2505
6,JEANDENAND,Florianne,Mme,RN,Rassemblement National,2505
1,VALLON,Jean-Paul,M.,RN,Rassemblement National,2601
2,PUGEAT,Véronique,Mme,LR,Les Républicains,2601
3,AOUSTET,Thierry,M.,REC,Reconquête !,2601
4,CLAPOT,Mireille,Mme,ENS,Ensemble ! (Majorité présidentielle),2601
5,KOPFF,Adèle,Mme,EXG,Extrême gauche,2601
6,CHRISTOPHLE,Paul,M.,UG,Union de la gauche,2601
1,MICHEL,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),2602
2,OUMEDDOUR,Karim,M.,DVD,Divers droite,2602
3,POLLET,Lisette,Mme,RN,Rassemblement National,2602
4,CHKERI,Karim,M.,UG,Union de la gauche,2602
5,GAILLARD,Jean-Marc,M.,REC,Reconquête !,2602
6,RAT,Guy,M.,EXG,Extrême gauche,2602
7,LAGIER,Damien,M.,LR,Les Républicains,2602
1,PICARD,Patricia,Mme,LR,Les Républicains,2603
2,POCHON,Marie,Mme,UG,Union de la gauche,2603
3,MARCHIONNI,Lander,M.,ENS,Ensemble ! (Majorité présidentielle),2603
4,SIMONCINI,Frédérique,Mme,REC,Reconquête !,2603
5,CHAMPMARTIN,Charly,M.,EXG,Extrême gauche,2603
6,AUTRAND,Adhémar,M.,DVD,Divers droite,2603
1,BERMOND,Guy,M.,DSV,Droite souverainiste,2604
2,PAGANI,Isabelle,Mme,UG,Union de la gauche,2604
3,BERNARD,Monique,Mme,EXG,Extrême gauche,2604
4,ANTHOINE,Emmanuelle,Mme,LR,Les Républicains,2604
5,GAFA,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle),2604
6,MONNIER,Thibaut,M.,RN,Rassemblement National,2604
7,REYBERT,Evelyne,Mme,REC,Reconquête !,2604
1,THALMANN,Jacques,M.,REC,Reconquête !,2701
2,DUCAMP,Anne,Mme,EXG,Extrême gauche,2701
3,LE BONTÉ,Christine,Mme,UG,Union de la gauche,2701
4,LOIR,Christine,Mme,RN,Rassemblement National,2701
5,CANIN,Julien,M.,ENS,Ensemble ! (Majorité présidentielle),2701
1,GODARD,Laure Anne,Mme,DVC,Divers centre,2702
2,VEYRI,Timour,M.,UG,Union de la gauche,2702
3,LEVAVASSEUR,Katiana,Mme,RN,Rassemblement National,2702
4,COLLIN,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),2702
5,BAUDE,Edouard,M.,DVD,Divers droite,2702
6,AUGER,Stéphanie,Mme,DVD,Divers droite,2702
7,PEYRAUD,Mélanie,Mme,EXG,Extrême gauche,2702
8,BRÉLY,Laurence,Mme,REC,Reconquête !,2702
1,DARIC,Didier,M.,REC,Reconquête !,2703
2,MAUVIEUX,Kévin,M.,RN,Rassemblement National,2703
3,HUARD,Marie-Noëlle,Mme,EXG,Extrême gauche,2703
4,ELEXHAUSER,Thomas,M.,DVC,Divers centre,2703
5,TAMARELLE VERHAEGHE,Marie,Mme,ENS,Ensemble ! (Majorité présidentielle),2703
6,TURPIN,Jean-Christophe,M.,UG,Union de la gauche,2703
1,BLONDEL,Stacy,Mme,REC,Reconquête !,2704
2,BRUN,Philippe,M.,UG,Union de la gauche,2704
3,SOLAL,Christophe,M.,EXG,Extrême gauche,2704
4,PAUPER,Patrice,M.,RN,Rassemblement National,2704
5,TERLEZ,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),2704
6,ISTIN,Olivier,M.,DVC,Divers centre,2704
1,BEAUJOUAN,Ludovic,M.,DIV,Divers,2705
2,JOURDAIN,Pierre-Yves,M.,UG,Union de la gauche,2705
3,BLITMAN,Delphine,Mme,EXG,Extrême gauche,2705
4,HOUSSIN,Timothée,M.,RN,Rassemblement National,2705
5,MAZURE,Christian,M.,DVD,Divers droite,2705
6,PRÉVOTEAU DU CLARY,Colin,M.,DVD,Divers droite,2705
7,DUCHÉ,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),2705
8,DAVERTON,David,M.,LR,Les Républicains,2705
1,KASBARIAN,Guillaume,M.,ENS,Ensemble ! (Majorité présidentielle),2801
2,BRIDET,Jean-François,M.,UG,Union de la gauche,2801
3,MINOT,Emma,Mme,RN,Rassemblement National,2801
4,AUBERT,Marie-José,Mme,EXG,Extrême gauche,2801
5,DELAUNEY,Pierre-Louis,M.,REC,Reconquête !,2801
6,VERGNE,Ladislas,M.,LR,Les Républicains,2801
1,ROGÉ,Florence,Mme,REC,Reconquête !,2802
2,MAZY,Florent,M.,ENS,Ensemble ! (Majorité présidentielle),2802
3,MARLEIX,Olivier,M.,LR,Les Républicains,2802
4,DUBOIS,Olivier,M.,RN,Rassemblement National,2802
5,DENIS,Adrien,M.,EXG,Extrême gauche,2802
6,JAFFRENOU,Béatrice,Mme,EXG,Extrême gauche,2802
7,FAVERIS,Nadia,Mme,UG,Union de la gauche,2802
1,BAY,Christophe,M.,RN,Rassemblement National,2803
2,CHEVROLLIER,Vincent,M.,EXG,Extrême gauche,2803
3,HUWART,Harold,M.,DVC,Divers centre,2803
4,LAQUA,Eric,M.,REC,Reconquête !,2803
5,MARTIAL,Rémi,M.,LR,Les Républicains,2803
1,VIGIER,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),2804
2,ASSAYAG,Anne-Laure,Mme,EXG,Extrême gauche,2804
3,BOËNS,Sylviane,Mme,UG,Union de la gauche,2804
4,PECOUT,Roger,M.,UXD,Union de l'extrême droite,2804
5,LHOPITEAU,Vincent,M.,REC,Reconquête !,2804
1,LE MEUR,Annaïg,Mme,ENS,Ensemble ! (Majorité présidentielle),2901
2,LEBERT,Grégory,M.,UG,Union de la gauche,2901
3,HERMAN,France,Mme,REC,Reconquête !,2901
4,HÉNAFF,Christel,Mme,RN,Rassemblement National,2901
5,LE GRAND,Alain,M.,LR,Les Républicains,2901
6,HARDY,Serge,M.,EXG,Extrême gauche,2901
1,BRÉHIER,Tristan,M.,ENS,Ensemble ! (Majorité présidentielle),2902
2,HENRY,Geneviève,Mme,ECO,Ecologistes,2902
3,LARSONNEUR,Jean-Charles,M.,DVC,Divers centre,2902
4,HOUARD,Françoise,Mme,LR,Les Républicains,2902
5,ROUSSEAU,Alain,M.,REC,Reconquête !,2902
6,HITA,Melvyn,M.,EXG,Extrême gauche,2902
7,CADALEN,Pierre-Yves,M.,UG,Union de la gauche,2902
8,KERVELLA,Denis,M.,RN,Rassemblement National,2902
9,COLLARD,Rémy,M.,EXG,Extrême gauche,2902
10,KOFFI,Martial,M.,EXD,Extrême droite,2902
1,COLINET,Annie,Mme,DIV,Divers,2903
2,LE GAC,Didier,M.,ENS,Ensemble ! (Majorité présidentielle),2903
3,DONVAL,Martine,Mme,RN,Rassemblement National,2903
4,SMOLARZ,Pierre,M.,UG,Union de la gauche,2903
5,MULLER,Matthieu,M.,EXG,Extrême gauche,2903
6,PERROT,Ronan,M.,REC,Reconquête !,2903
7,THOMAS,Marie-Louise,Mme,DSV,Droite souverainiste,2903
8,FAVE,Hélène,Mme,REG,Régionaliste,2903
1,BLOSSE,Patricia,Mme,EXG,Extrême gauche,2904
2,BIHOUEE,Tony,M.,RN,Rassemblement National,2904
3,LE BRUN,Agnès,Mme,DVD,Divers droite,2904
4,VULPIANI,Sylvaine,Mme,UG,Union de la gauche,2904
5,LE FEUR,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle),2904
1,BRIANT,Félix,M.,LR,Les Républicains,2905
2,MARTIN,Alexandre,M.,DSV,Droite souverainiste,2905
3,THOMAÏDIS,Renée,Mme,RN,Rassemblement National,2905
4,MELCHIOR,Graziella,Mme,ENS,Ensemble ! (Majorité présidentielle),2905
5,BERROU,Marcel,M.,REG,Régionaliste,2905
6,LERESTIF,Dominique,M.,DVC,Divers centre,2905
7,GRELAUD,Gladys,Mme,UG,Union de la gauche,2905
8,CAJEAN,Christian,M.,EXG,Extrême gauche,2905
1,LE FUR,Patrick,M.,RN,Rassemblement National,2906
2,CROUAN,Erwan,M.,ENS,Ensemble ! (Majorité présidentielle),2906
3,CARAYON,Evelyne,Mme,REC,Reconquête !,2906
4,CORDIER,Philippe,M.,EXG,Extrême gauche,2906
5,DELFERRIERE,Kenny,M.,EXG,Extrême gauche,2906
6,THOMIN,Mélanie,Mme,UG,Union de la gauche,2906
7,PERENNEC,Tugdal,M.,DVG,Divers gauche,2906
1,TANGUY,Liliana,Mme,ENS,Ensemble ! (Majorité présidentielle),2907
2,ALANOU,Annick,Mme,RN,Rassemblement National,2907
3,RAHER,Marc,M.,LR,Les Républicains,2907
4,MALET,Aela,Mme,REG,Régionaliste,2907
5,TANGUY,Jacques,M.,DVC,Divers centre,2907
6,DEBLIQUI,Régis,M.,EXG,Extrême gauche,2907
7,HARVINDER,Jugdeep,Mme,UG,Union de la gauche,2907
1,LE BON,Thomas,M.,UG,Union de la gauche,2908
2,MIOSSEC,Sébastien,M.,DVG,Divers gauche,2908
3,MOREL,Anne,Mme,EXG,Extrême gauche,2908
4,BALANANT,Erwan,M.,ENS,Ensemble ! (Majorité présidentielle),2908
5,PEREZ,Christian,M.,RN,Rassemblement National,2908
1,QUILICHINI,Didier,M.,EXG,Extrême gauche,2A01
2,LUCIANI,Lisandru,M.,REG,Régionaliste,2A01
3,LEROY,Marc-Antoine,M.,COM,Parti communiste français,2A01
4,LUCIANI,Jean-François,M.,REG,Régionaliste,2A01
5,COLONNA,Romain,M.,REG,Régionaliste,2A01
6,DOMINICI,Emmanuelle,Mme,REG,Régionaliste,2A01
7,MARCANGELI,Laurent,M.,ENS,Ensemble ! (Majorité présidentielle),2A01
8,QUARENA,Ariane,Mme,RN,Rassemblement National,2A01
1,COLOMBANI,Paul-André,M.,REG,Régionaliste,2A02
2,LUCCIONI,Jean-Baptiste,M.,SOC,Parti socialiste,2A02
3,CHIOCCA,Michel,M.,REG,Régionaliste,2A02
4,CUCCHI,Jean-Baptiste,M.,REG,Régionaliste,2A02
5,FILONI,François,M.,RN,Rassemblement National,2A02
6,BOZZI,Valérie,Mme,DVD,Divers droite,2A02
1,MORGANTI,Julien,M.,DVC,Divers centre,2B01
2,CASTELLANI,Michel,M.,REG,Régionaliste,2B01
3,LUCCIARDI,Jean-Baptiste,M.,REG,Régionaliste,2B01
4,BASTELICA,Sacha,M.,FI,La France insoumise,2B01
5,FERNANDEZ,Alexis,M.,DSV,Droite souverainiste,2B01
6,PAOLI,Jean-François,M.,DVC,Divers centre,2B01
7,LAMBERTI,Jean-Michel,M.,REC,Reconquête !,2B01
8,MARCHAL,Jean-Michel,M.,RN,Rassemblement National,2B01
9,BATTINI,Nicolas,M.,REG,Régionaliste,2B01
10,MAQUET,Gaël,M.,DIV,Divers,2B01
11,JOSUÉ,Olivier,M.,EXG,Extrême gauche,2B01
1,BARONNE MARIE-LOUISE MARIANI,-,Mme,DIV,Divers,2B02
2,ACQUAVIVA,Jean-Félix,M.,REG,Régionaliste,2B02
3,CECCOLI,François-Xavier,M.,DVD,Divers droite,2B02
4,RONGIONE,Viviane,Mme,EXG,Extrême gauche,2B02
5,GIACOMI,Jean-Antoine,M.,REG,Régionaliste,2B02
6,JOUART,Sylvie,Mme,RN,Rassemblement National,2B02
7,CARLI,Antò,M.,REG,Régionaliste,2B02
8,SANCHEZ,Hélène,Mme,VEC,Les Ecologistes,2B02
1,BOURGHOL,Loumy,Mme,LR,Les Républicains,3001
2,ROUVERAND,Valérie,Mme,ENS,Ensemble ! (Majorité présidentielle),3001
3,LECLERC,Isabelle,Mme,EXG,Extrême gauche,3001
4,MENARD,Charles,M.,UG,Union de la gauche,3001
5,GILLET,Yoann,M.,RN,Rassemblement National,3001
1,MANSON,Stéphane,M.,EXG,Extrême gauche,3002
2,MEIZONNET,Nicolas,M.,RN,Rassemblement National,3002
3,JULLIAN,Véronique,Mme,UDI,Union des Démocrates et Indépendants,3002
4,PELLEGRIN PONSOLE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),3002
5,GUYOT,Katy,Mme,UG,Union de la gauche,3002
6,BOLLE,Catherine,Mme,LR,Les Républicains,3002
1,FOURMI,Valery,M.,EXG,Extrême gauche,3003
2,PREVOST,Christophe,M.,REG,Régionaliste,3003
3,GRAU,Florent,M.,LR,Les Républicains,3003
4,BAUME,Christian,M.,ENS,Ensemble ! (Majorité présidentielle),3003
5,BORDES,Pascale,Mme,RN,Rassemblement National,3003
6,JEAN,Daniel,M.,DVD,Divers droite,3003
7,OROMI,Sabine,Mme,UG,Union de la gauche,3003
1,MARTIN,Pierre,M.,LR,Les Républicains,3004
2,BORD,Arnaud,M.,UG,Union de la gauche,3004
3,GARCIA,Jérôme,M.,EXG,Extrême gauche,3004
4,EL OKKI,Nadia,Mme,ENS,Ensemble ! (Majorité présidentielle),3004
5,MEURIN,Pierre,M.,RN,Rassemblement National,3004
1,ESPANOL,Emmanuel,M.,EXD,Extrême droite,3005
2,BOYER,Léa,Mme,LR,Les Républicains,3005
3,ALLEGRET-PILOT,Alexandre,M.,UXD,Union de l'extrême droite,3005
